# Distance/nm	$\rho$	$I_{\text{CTF}}$	$I_{\text{CTF}} \otimes \sigma_{\text{detector}}$
-60.99025	1	0.99978	0.99966
-60.94024	1	0.99981	0.99965
-60.89022	1	0.99984	0.99965
-60.84021	1	0.99985	0.99965
-60.7902	1	0.99985	0.99965
-60.74019	1	0.99984	0.99965
-60.69017	1	0.99983	0.99965
-60.64016	1	0.9998	0.99965
-60.59015	1	0.99976	0.99965
-60.54014	1	0.99971	0.99964
-60.49012	1	0.99966	0.99964
-60.44011	1	0.99959	0.99964
-60.3901	1	0.99952	0.99964
-60.34009	1	0.99945	0.99964
-60.29007	1	0.99937	0.99964
-60.24006	1	0.99928	0.99964
-60.19005	1	0.9992	0.99964
-60.14004	1	0.99911	0.99963
-60.09002	1	0.99902	0.99963
-60.04001	1	0.99894	0.99963
-59.99	1	0.99886	0.99963
-59.93998	1	0.99878	0.99963
-59.88997	1	0.99871	0.99963
-59.83996	1	0.99865	0.99963
-59.78995	1	0.99859	0.99963
-59.73993	1	0.99855	0.99962
-59.68992	1	0.99851	0.99962
-59.63991	1	0.99848	0.99962
-59.5899	1	0.99846	0.99962
-59.53988	1	0.99846	0.99962
-59.48987	1	0.99846	0.99962
-59.43986	1	0.99847	0.99962
-59.38985	1	0.9985	0.99962
-59.33983	1	0.99853	0.99961
-59.28982	1	0.99858	0.99961
-59.23981	1	0.99863	0.99961
-59.1898	1	0.99869	0.99961
-59.13978	1	0.99876	0.99961
-59.08977	1	0.99884	0.99961
-59.03976	1	0.99892	0.99961
-58.98975	1	0.999	0.99961
-58.93973	1	0.99909	0.9996
-58.88972	1	0.99918	0.9996
-58.83971	1	0.99926	0.9996
-58.7897	1	0.99935	0.9996
-58.73968	1	0.99943	0.9996
-58.68967	1	0.99951	0.9996
-58.63966	1	0.99958	0.9996
-58.58965	1	0.99965	0.99959
-58.53963	1	0.99971	0.99959
-58.48962	1	0.99976	0.99959
-58.43961	1	0.9998	0.99959
-58.3896	1	0.99983	0.99959
-58.33958	1	0.99985	0.99959
-58.28957	1	0.99986	0.99959
-58.23956	1	0.99985	0.99958
-58.18955	1	0.99984	0.99958
-58.13953	1	0.99982	0.99958
-58.08952	1	0.99978	0.99958
-58.03951	1	0.99974	0.99958
-57.9895	1	0.99968	0.99958
-57.93948	1	0.99962	0.99958
-57.88947	1	0.99955	0.99958
-57.83946	1	0.99947	0.99957
-57.78945	1	0.99939	0.99957
-57.73943	1	0.9993	0.99957
-57.68942	1	0.99921	0.99957
-57.63941	1	0.99912	0.99957
-57.5894	1	0.99903	0.99957
-57.53938	1	0.99894	0.99957
-57.48937	1	0.99885	0.99956
-57.43936	1	0.99877	0.99956
-57.38935	1	0.99869	0.99956
-57.33933	1	0.99861	0.99956
-57.28932	1	0.99855	0.99956
-57.23931	1	0.99849	0.99956
-57.1893	1	0.99845	0.99955
-57.13928	1	0.99841	0.99955
-57.08927	1	0.99839	0.99955
-57.03926	1	0.99837	0.99955
-56.98925	1	0.99837	0.99955
-56.93923	1	0.99838	0.99955
-56.88922	1	0.9984	0.99955
-56.83921	1	0.99843	0.99954
-56.7892	1	0.99847	0.99954
-56.73918	1	0.99852	0.99954
-56.68917	1	0.99858	0.99954
-56.63916	1	0.99865	0.99954
-56.58915	1	0.99873	0.99954
-56.53913	1	0.99881	0.99954
-56.48912	1	0.9989	0.99953
-56.43911	1	0.99899	0.99953
-56.3891	1	0.99908	0.99953
-56.33908	1	0.99917	0.99953
-56.28907	1	0.99927	0.99953
-56.23906	1	0.99936	0.99953
-56.18905	1	0.99944	0.99952
-56.13903	1	0.99952	0.99952
-56.08902	1	0.9996	0.99952
-56.03901	1	0.99966	0.99952
-55.989	1	0.99972	0.99952
-55.93898	1	0.99977	0.99952
-55.88897	1	0.99981	0.99951
-55.83896	1	0.99984	0.99951
-55.78895	1	0.99986	0.99951
-55.73893	1	0.99986	0.99951
-55.68892	1	0.99985	0.99951
-55.63891	1	0.99983	0.99951
-55.5889	1	0.9998	0.9995
-55.53888	1	0.99976	0.9995
-55.48887	1	0.99971	0.9995
-55.43886	1	0.99965	0.9995
-55.38885	1	0.99958	0.9995
-55.33883	1	0.9995	0.9995
-55.28882	1	0.99941	0.99949
-55.23881	1	0.99932	0.99949
-55.1888	1	0.99923	0.99949
-55.13878	1	0.99913	0.99949
-55.08877	1	0.99903	0.99949
-55.03876	1	0.99893	0.99949
-54.98875	1	0.99884	0.99948
-54.93873	1	0.99874	0.99948
-54.88872	1	0.99866	0.99948
-54.83871	1	0.99857	0.99948
-54.7887	1	0.9985	0.99948
-54.73868	1	0.99844	0.99948
-54.68867	1	0.99838	0.99947
-54.63866	1	0.99833	0.99947
-54.58865	1	0.9983	0.99947
-54.53863	1	0.99828	0.99947
-54.48862	1	0.99827	0.99947
-54.43861	1	0.99827	0.99947
-54.3886	1	0.99828	0.99946
-54.33858	1	0.99831	0.99946
-54.28857	1	0.99835	0.99946
-54.23856	1	0.9984	0.99946
-54.18855	1	0.99846	0.99946
-54.13853	1	0.99853	0.99945
-54.08852	1	0.9986	0.99945
-54.03851	1	0.99869	0.99945
-53.9885	1	0.99878	0.99945
-53.93848	1	0.99887	0.99945
-53.88847	1	0.99897	0.99945
-53.83846	1	0.99907	0.99944
-53.78845	1	0.99917	0.99944
-53.73843	1	0.99927	0.99944
-53.68842	1	0.99936	0.99944
-53.63841	1	0.99945	0.99944
-53.5884	1	0.99954	0.99943
-53.53838	1	0.99961	0.99943
-53.48837	1	0.99968	0.99943
-53.43836	1	0.99974	0.99943
-53.38835	1	0.99979	0.99943
-53.33833	1	0.99983	0.99942
-53.28832	1	0.99985	0.99942
-53.23831	1	0.99986	0.99942
-53.1883	1	0.99986	0.99942
-53.13828	1	0.99985	0.99942
-53.08827	1	0.99982	0.99942
-53.03826	1	0.99979	0.99941
-52.98825	1	0.99974	0.99941
-52.93823	1	0.99967	0.99941
-52.88822	1	0.9996	0.99941
-52.83821	1	0.99952	0.99941
-52.7882	1	0.99944	0.9994
-52.73818	1	0.99934	0.9994
-52.68817	1	0.99924	0.9994
-52.63816	1	0.99914	0.9994
-52.58815	1	0.99903	0.9994
-52.53813	1	0.99893	0.99939
-52.48812	1	0.99882	0.99939
-52.43811	1	0.99872	0.99939
-52.3881	1	0.99862	0.99939
-52.33808	1	0.99853	0.99939
-52.28807	1	0.99845	0.99938
-52.23806	1	0.99837	0.99938
-52.18805	1	0.9983	0.99938
-52.13803	1	0.99825	0.99938
-52.08802	1	0.9982	0.99938
-52.03801	1	0.99817	0.99937
-51.988	1	0.99815	0.99937
-51.93798	1	0.99815	0.99937
-51.88797	1	0.99815	0.99937
-51.83796	1	0.99818	0.99936
-51.78795	1	0.99821	0.99936
-51.73793	1	0.99825	0.99936
-51.68792	1	0.99831	0.99936
-51.63791	1	0.99838	0.99936
-51.5879	1	0.99846	0.99935
-51.53788	1	0.99855	0.99935
-51.48787	1	0.99864	0.99935
-51.43786	1	0.99874	0.99935
-51.38785	1	0.99884	0.99935
-51.33783	1	0.99895	0.99934
-51.28782	1	0.99906	0.99934
-51.23781	1	0.99917	0.99934
-51.1878	1	0.99927	0.99934
-51.13778	1	0.99937	0.99933
-51.08777	1	0.99946	0.99933
-51.03776	1	0.99955	0.99933
-50.98775	1	0.99963	0.99933
-50.93773	1	0.9997	0.99933
-50.88772	1	0.99976	0.99932
-50.83771	1	0.99981	0.99932
-50.7877	1	0.99984	0.99932
-50.73768	1	0.99986	0.99932
-50.68767	1	0.99987	0.99931
-50.63766	1	0.99986	0.99931
-50.58765	1	0.99984	0.99931
-50.53763	1	0.99981	0.99931
-50.48762	1	0.99976	0.99931
-50.43761	1	0.9997	0.9993
-50.3876	1	0.99963	0.9993
-50.33758	1	0.99955	0.9993
-50.28757	1	0.99946	0.9993
-50.23756	1	0.99936	0.99929
-50.18755	1	0.99926	0.99929
-50.13753	1	0.99915	0.99929
-50.08752	1	0.99903	0.99929
-50.03751	1	0.99892	0.99928
-49.9875	1	0.9988	0.99928
-49.93748	1	0.99869	0.99928
-49.88747	1	0.99858	0.99928
-49.83746	1	0.99848	0.99927
-49.78745	1	0.99838	0.99927
-49.73743	1	0.99829	0.99927
-49.68742	1	0.99822	0.99927
-49.63741	1	0.99815	0.99926
-49.5874	1	0.99809	0.99926
-49.53738	1	0.99805	0.99926
-49.48737	1	0.99802	0.99926
-49.43736	1	0.99801	0.99925
-49.38735	1	0.99801	0.99925
-49.33733	1	0.99802	0.99925
-49.28732	1	0.99805	0.99925
-49.23731	1	0.99809	0.99924
-49.1873	1	0.99815	0.99924
-49.13728	1	0.99822	0.99924
-49.08727	1	0.99829	0.99924
-49.03726	1	0.99838	0.99923
-48.98725	1	0.99848	0.99923
-48.93723	1	0.99859	0.99923
-48.88722	1	0.9987	0.99923
-48.83721	1	0.99881	0.99922
-48.7872	1	0.99893	0.99922
-48.73718	1	0.99904	0.99922
-48.68717	1	0.99916	0.99922
-48.63716	1	0.99927	0.99921
-48.58715	1	0.99938	0.99921
-48.53713	1	0.99948	0.99921
-48.48712	1	0.99957	0.99921
-48.43711	1	0.99965	0.9992
-48.3871	1	0.99972	0.9992
-48.33708	1	0.99978	0.9992
-48.28707	1	0.99982	0.9992
-48.23706	1	0.99986	0.99919
-48.18705	1	0.99987	0.99919
-48.13703	1	0.99987	0.99919
-48.08702	1	0.99986	0.99918
-48.03701	1	0.99983	0.99918
-47.987	1	0.99979	0.99918
-47.93698	1	0.99973	0.99918
-47.88697	1	0.99966	0.99917
-47.83696	1	0.99958	0.99917
-47.78695	1	0.99948	0.99917
-47.73693	1	0.99938	0.99916
-47.68692	1	0.99927	0.99916
-47.63691	1	0.99915	0.99916
-47.5869	1	0.99903	0.99916
-47.53688	1	0.99891	0.99915
-47.48687	1	0.99878	0.99915
-47.43686	1	0.99866	0.99915
-47.38685	1	0.99854	0.99914
-47.33683	1	0.99842	0.99914
-47.28682	1	0.99831	0.99914
-47.23681	1	0.99821	0.99914
-47.1868	1	0.99812	0.99913
-47.13678	1	0.99803	0.99913
-47.08677	1	0.99797	0.99913
-47.03676	1	0.99791	0.99912
-46.98675	1	0.99787	0.99912
-46.93673	1	0.99785	0.99912
-46.88672	1	0.99784	0.99912
-46.83671	1	0.99785	0.99911
-46.7867	1	0.99787	0.99911
-46.73668	1	0.9979	0.99911
-46.68667	1	0.99796	0.9991
-46.63666	1	0.99802	0.9991
-46.58665	1	0.9981	0.9991
-46.53663	1	0.99819	0.99909
-46.48662	1	0.9983	0.99909
-46.43661	1	0.99841	0.99909
-46.3866	1	0.99852	0.99908
-46.33658	1	0.99865	0.99908
-46.28657	1	0.99877	0.99908
-46.23656	1	0.9989	0.99908
-46.18655	1	0.99903	0.99907
-46.13653	1	0.99915	0.99907
-46.08652	1	0.99927	0.99907
-46.03651	1	0.99939	0.99906
-45.9865	1	0.99949	0.99906
-45.93648	1	0.99959	0.99906
-45.88647	1	0.99967	0.99905
-45.83646	1	0.99974	0.99905
-45.78645	1	0.9998	0.99905
-45.73643	1	0.99984	0.99904
-45.68642	1	0.99987	0.99904
-45.63641	1	0.99988	0.99904
-45.5864	1	0.99987	0.99903
-45.53638	1	0.99985	0.99903
-45.48637	1	0.99981	0.99903
-45.43636	1	0.99976	0.99902
-45.38635	1	0.99969	0.99902
-45.33633	1	0.9996	0.99902
-45.28632	1	0.99951	0.99901
-45.23631	1	0.9994	0.99901
-45.1863	1	0.99928	0.99901
-45.13628	1	0.99916	0.999
-45.08627	1	0.99903	0.999
-45.03626	1	0.99889	0.999
-44.98625	1	0.99875	0.99899
-44.93623	1	0.99862	0.99899
-44.88622	1	0.99848	0.99899
-44.83621	1	0.99835	0.99898
-44.7862	1	0.99822	0.99898
-44.73618	1	0.99811	0.99897
-44.68617	1	0.998	0.99897
-44.63616	1	0.9979	0.99897
-44.58615	1	0.99782	0.99896
-44.53613	1	0.99775	0.99896
-44.48612	1	0.9977	0.99896
-44.43611	1	0.99766	0.99895
-44.3861	1	0.99764	0.99895
-44.33608	1	0.99764	0.99895
-44.28607	1	0.99765	0.99894
-44.23606	1	0.99768	0.99894
-44.18605	1	0.99773	0.99893
-44.13603	1	0.9978	0.99893
-44.08602	1	0.99788	0.99893
-44.03601	1	0.99797	0.99892
-43.986	1	0.99808	0.99892
-43.93598	1	0.99819	0.99892
-43.88597	1	0.99832	0.99891
-43.83596	1	0.99845	0.99891
-43.78595	1	0.99859	0.9989
-43.73593	1	0.99873	0.9989
-43.68592	1	0.99887	0.9989
-43.63591	1	0.99901	0.99889
-43.5859	1	0.99914	0.99889
-43.53588	1	0.99927	0.99888
-43.48587	1	0.99939	0.99888
-43.43586	1	0.9995	0.99888
-43.38585	1	0.9996	0.99887
-43.33583	1	0.99969	0.99887
-43.28582	1	0.99976	0.99886
-43.23581	1	0.99982	0.99886
-43.1858	1	0.99986	0.99886
-43.13578	1	0.99988	0.99885
-43.08577	1	0.99988	0.99885
-43.03576	1	0.99987	0.99884
-42.98575	1	0.99983	0.99884
-42.93573	1	0.99978	0.99884
-42.88572	1	0.99972	0.99883
-42.83571	1	0.99963	0.99883
-42.7857	1	0.99953	0.99882
-42.73568	1	0.99942	0.99882
-42.68567	1	0.9993	0.99882
-42.63566	1	0.99916	0.99881
-42.58565	1	0.99902	0.99881
-42.53563	1	0.99887	0.9988
-42.48562	1	0.99872	0.9988
-42.43561	1	0.99857	0.99879
-42.3856	1	0.99842	0.99879
-42.33558	1	0.99827	0.99879
-42.28557	1	0.99812	0.99878
-42.23556	1	0.99799	0.99878
-42.18555	1	0.99786	0.99877
-42.13553	1	0.99775	0.99877
-42.08552	1	0.99765	0.99876
-42.03551	1	0.99756	0.99876
-41.9855	1	0.99749	0.99875
-41.93548	1	0.99744	0.99875
-41.88547	1	0.99741	0.99875
-41.83546	1	0.99739	0.99874
-41.78545	1	0.9974	0.99874
-41.73543	1	0.99742	0.99873
-41.68542	1	0.99747	0.99873
-41.63541	1	0.99753	0.99872
-41.5854	1	0.99761	0.99872
-41.53538	1	0.9977	0.99871
-41.48537	1	0.99781	0.99871
-41.43536	1	0.99794	0.9987
-41.38535	1	0.99807	0.9987
-41.33533	1	0.99821	0.99869
-41.28532	1	0.99836	0.99869
-41.23531	1	0.99852	0.99869
-41.1853	1	0.99867	0.99868
-41.13528	1	0.99883	0.99868
-41.08527	1	0.99898	0.99867
-41.03526	1	0.99913	0.99867
-40.98525	1	0.99927	0.99866
-40.93523	1	0.9994	0.99866
-40.88522	1	0.99952	0.99865
-40.83521	1	0.99962	0.99865
-40.7852	1	0.99971	0.99864
-40.73518	1	0.99979	0.99864
-40.68517	1	0.99984	0.99863
-40.63516	1	0.99987	0.99863
-40.58515	1	0.99989	0.99862
-40.53513	1	0.99988	0.99862
-40.48512	1	0.99986	0.99861
-40.43511	1	0.99981	0.99861
-40.3851	1	0.99974	0.9986
-40.33508	1	0.99966	0.9986
-40.28507	1	0.99956	0.99859
-40.23506	1	0.99944	0.99859
-40.18505	1	0.99931	0.99858
-40.13503	1	0.99916	0.99857
-40.08502	1	0.99901	0.99857
-40.03501	1	0.99885	0.99856
-39.985	1	0.99868	0.99856
-39.93498	1	0.99851	0.99855
-39.88497	1	0.99833	0.99855
-39.83496	1	0.99817	0.99854
-39.78495	1	0.998	0.99854
-39.73493	1	0.99784	0.99853
-39.68492	1	0.9977	0.99853
-39.63491	1	0.99756	0.99852
-39.5849	1	0.99744	0.99852
-39.53488	1	0.99733	0.99851
-39.48487	1	0.99725	0.9985
-39.43486	1	0.99718	0.9985
-39.38485	1	0.99713	0.99849
-39.33483	1	0.9971	0.99849
-39.28482	1	0.9971	0.99848
-39.23481	1	0.99711	0.99848
-39.1848	1	0.99715	0.99847
-39.13478	1	0.99721	0.99846
-39.08477	1	0.99728	0.99846
-39.03476	1	0.99738	0.99845
-38.98475	1	0.9975	0.99845
-38.93473	1	0.99763	0.99844
-38.88472	1	0.99777	0.99843
-38.83471	1	0.99792	0.99843
-38.7847	1	0.99809	0.99842
-38.73468	1	0.99826	0.99842
-38.68467	1	0.99843	0.99841
-38.63466	1	0.99861	0.9984
-38.58465	1	0.99878	0.9984
-38.53463	1	0.99895	0.99839
-38.48462	1	0.99912	0.99839
-38.43461	1	0.99927	0.99838
-38.3846	1	0.99941	0.99837
-38.33458	1	0.99953	0.99837
-38.28457	1	0.99964	0.99836
-38.23456	1	0.99974	0.99835
-38.18455	1	0.99981	0.99835
-38.13453	1	0.99986	0.99834
-38.08452	1	0.99989	0.99834
-38.03451	1	0.99989	0.99833
-37.9845	1	0.99987	0.99832
-37.93448	1	0.99983	0.99832
-37.88447	1	0.99977	0.99831
-37.83446	1	0.99968	0.9983
-37.78445	1	0.99958	0.9983
-37.73443	1	0.99946	0.99829
-37.68442	1	0.99931	0.99828
-37.63441	1	0.99916	0.99828
-37.5844	1	0.99899	0.99827
-37.53438	1	0.99881	0.99826
-37.48437	1	0.99862	0.99826
-37.43436	1	0.99843	0.99825
-37.38435	1	0.99823	0.99824
-37.33433	1	0.99804	0.99824
-37.28432	1	0.99785	0.99823
-37.23431	1	0.99767	0.99822
-37.1843	1	0.99749	0.99821
-37.13428	1	0.99733	0.99821
-37.08427	1	0.99719	0.9982
-37.03426	1	0.99706	0.99819
-36.98425	1	0.99695	0.99819
-36.93423	1	0.99686	0.99818
-36.88422	1	0.99679	0.99817
-36.83421	1	0.99674	0.99816
-36.7842	1	0.99672	0.99816
-36.73418	1	0.99673	0.99815
-36.68417	1	0.99676	0.99814
-36.63416	1	0.99681	0.99813
-36.58415	1	0.99689	0.99813
-36.53413	1	0.99699	0.99812
-36.48412	1	0.9971	0.99811
-36.43411	1	0.99724	0.9981
-36.3841	1	0.9974	0.9981
-36.33408	1	0.99757	0.99809
-36.28407	1	0.99775	0.99808
-36.23406	1	0.99794	0.99807
-36.18405	1	0.99813	0.99807
-36.13403	1	0.99833	0.99806
-36.08402	1	0.99853	0.99805
-36.03401	1	0.99873	0.99804
-35.984	1	0.99892	0.99803
-35.93398	1	0.9991	0.99803
-35.88397	1	0.99926	0.99802
-35.83396	1	0.99942	0.99801
-35.78395	1	0.99955	0.998
-35.73393	1	0.99967	0.99799
-35.68392	1	0.99976	0.99799
-35.63391	1	0.99983	0.99798
-35.5839	1	0.99987	0.99797
-35.53388	1	0.99989	0.99796
-35.48387	1	0.99988	0.99795
-35.43386	1	0.99985	0.99794
-35.38385	1	0.99979	0.99793
-35.33383	1	0.99971	0.99793
-35.28382	1	0.9996	0.99792
-35.23381	1	0.99947	0.99791
-35.1838	1	0.99931	0.9979
-35.13378	1	0.99914	0.99789
-35.08377	1	0.99896	0.99788
-35.03376	1	0.99876	0.99787
-34.98375	1	0.99855	0.99786
-34.93373	1	0.99833	0.99786
-34.88372	1	0.9981	0.99785
-34.83371	1	0.99788	0.99784
-34.7837	1	0.99766	0.99783
-34.73368	1	0.99745	0.99782
-34.68367	1	0.99724	0.99781
-34.63366	1	0.99705	0.9978
-34.58365	1	0.99687	0.99779
-34.53363	1	0.99671	0.99778
-34.48362	1	0.99657	0.99777
-34.43361	1	0.99645	0.99776
-34.3836	1	0.99636	0.99775
-34.33358	1	0.9963	0.99774
-34.28357	1	0.99626	0.99773
-34.23356	1	0.99625	0.99772
-34.18355	1	0.99627	0.99772
-34.13353	1	0.99632	0.99771
-34.08352	1	0.99639	0.9977
-34.03351	1	0.99649	0.99769
-33.9835	1	0.99661	0.99768
-33.93348	1	0.99676	0.99767
-33.88347	1	0.99693	0.99766
-33.83346	1	0.99712	0.99764
-33.78345	1	0.99732	0.99763
-33.73343	1	0.99753	0.99762
-33.68342	1	0.99775	0.99761
-33.63341	1	0.99798	0.9976
-33.5834	1	0.99821	0.99759
-33.53338	1	0.99844	0.99758
-33.48337	1	0.99866	0.99757
-33.43336	1	0.99887	0.99756
-33.38335	1	0.99907	0.99755
-33.33333	1	0.99926	0.99754
-33.28332	1	0.99942	0.99753
-33.23331	1	0.99957	0.99752
-33.1833	1	0.99969	0.99751
-33.13328	1	0.99978	0.9975
-33.08327	1	0.99984	0.99748
-33.03326	1	0.99988	0.99747
-32.98325	1	0.99989	0.99746
-32.93323	1	0.99986	0.99745
-32.88322	1	0.99981	0.99744
-32.83321	1	0.99972	0.99743
-32.7832	1	0.99961	0.99742
-32.73318	1	0.99947	0.9974
-32.68317	1	0.9993	0.99739
-32.63316	1	0.99912	0.99738
-32.58315	1	0.99891	0.99737
-32.53313	1	0.99868	0.99736
-32.48312	1	0.99844	0.99734
-32.43311	1	0.99819	0.99733
-32.3831	1	0.99793	0.99732
-32.33308	1	0.99767	0.99731
-32.28307	1	0.99741	0.9973
-32.23306	1	0.99716	0.99728
-32.18305	1	0.99691	0.99727
-32.13303	1	0.99668	0.99726
-32.08302	1	0.99646	0.99725
-32.03301	1	0.99626	0.99723
-31.983	1	0.99609	0.99722
-31.93298	1	0.99594	0.99721
-31.88297	1	0.99582	0.99719
-31.83296	1	0.99573	0.99718
-31.78295	1	0.99567	0.99717
-31.73293	1	0.99564	0.99715
-31.68292	1	0.99564	0.99714
-31.63291	1	0.99568	0.99713
-31.5829	1	0.99575	0.99711
-31.53288	1	0.99585	0.9971
-31.48287	1	0.99598	0.99709
-31.43286	1	0.99614	0.99707
-31.38285	1	0.99633	0.99706
-31.33283	1	0.99654	0.99705
-31.28282	1	0.99676	0.99703
-31.23281	1	0.99701	0.99702
-31.1828	1	0.99726	0.997
-31.13278	1	0.99752	0.99699
-31.08277	1	0.99779	0.99697
-31.03276	1	0.99806	0.99696
-30.98275	1	0.99832	0.99694
-30.93273	1	0.99858	0.99693
-30.88272	1	0.99882	0.99691
-30.83271	1	0.99904	0.9969
-30.7827	1	0.99925	0.99688
-30.73268	1	0.99943	0.99687
-30.68267	1	0.99958	0.99685
-30.63266	1	0.9997	0.99684
-30.58265	1	0.99979	0.99682
-30.53263	1	0.99985	0.99681
-30.48262	1	0.99988	0.99679
-30.43261	1	0.99986	0.99677
-30.3826	1	0.99981	0.99676
-30.33258	1	0.99973	0.99674
-30.28257	1	0.99961	0.99673
-30.23256	1	0.99946	0.99671
-30.18255	1	0.99927	0.99669
-30.13253	1	0.99906	0.99668
-30.08252	1	0.99883	0.99666
-30.03251	1	0.99857	0.99664
-29.9825	1	0.99829	0.99663
-29.93248	1	0.998	0.99661
-29.88247	1	0.99769	0.99659
-29.83246	1	0.99738	0.99657
-29.78245	1	0.99707	0.99656
-29.73243	1	0.99677	0.99654
-29.68242	1	0.99647	0.99652
-29.63241	1	0.99619	0.9965
-29.5824	1	0.99592	0.99649
-29.53238	1	0.99567	0.99647
-29.48237	1	0.99545	0.99645
-29.43236	1	0.99526	0.99643
-29.38235	1	0.9951	0.99641
-29.33233	1	0.99497	0.99639
-29.28232	1	0.99488	0.99638
-29.23231	1	0.99483	0.99636
-29.1823	1	0.99482	0.99634
-29.13228	1	0.99484	0.99632
-29.08227	1	0.99491	0.9963
-29.03226	1	0.99501	0.99628
-28.98225	1	0.99515	0.99626
-28.93223	1	0.99533	0.99624
-28.88222	1	0.99553	0.99622
-28.83221	1	0.99577	0.9962
-28.7822	1	0.99603	0.99618
-28.73218	1	0.99631	0.99616
-28.68217	1	0.9966	0.99614
-28.63216	1	0.99691	0.99611
-28.58215	1	0.99723	0.99609
-28.53213	1	0.99755	0.99607
-28.48212	1	0.99787	0.99605
-28.43211	1	0.99817	0.99603
-28.3821	1	0.99847	0.99601
-28.33208	1	0.99875	0.99598
-28.28207	1	0.999	0.99596
-28.23206	1	0.99923	0.99594
-28.18205	1	0.99942	0.99592
-28.13203	1	0.99959	0.99589
-28.08202	1	0.99971	0.99587
-28.03201	1	0.9998	0.99585
-27.982	1	0.99984	0.99582
-27.93198	1	0.99984	0.9958
-27.88197	1	0.9998	0.99578
-27.83196	1	0.99971	0.99575
-27.78195	1	0.99959	0.99573
-27.73193	1	0.99942	0.9957
-27.68192	1	0.99921	0.99568
-27.63191	1	0.99897	0.99565
-27.5819	1	0.99869	0.99563
-27.53188	1	0.99839	0.9956
-27.48187	1	0.99806	0.99558
-27.43186	1	0.99771	0.99555
-27.38185	1	0.99735	0.99553
-27.33183	1	0.99697	0.9955
-27.28182	1	0.9966	0.99547
-27.23181	1	0.99622	0.99545
-27.1818	1	0.99585	0.99542
-27.13178	1	0.9955	0.99539
-27.08177	1	0.99516	0.99537
-27.03176	1	0.99485	0.99534
-26.98175	1	0.99457	0.99531
-26.93173	1	0.99432	0.99528
-26.88172	1	0.99411	0.99525
-26.83171	1	0.99393	0.99522
-26.7817	1	0.9938	0.99519
-26.73168	1	0.99372	0.99517
-26.68167	1	0.99368	0.99514
-26.63166	1	0.99369	0.99511
-26.58165	1	0.99375	0.99508
-26.53163	1	0.99386	0.99504
-26.48162	1	0.99401	0.99501
-26.43161	1	0.9942	0.99498
-26.3816	1	0.99444	0.99495
-26.33158	1	0.99471	0.99492
-26.28157	1	0.99501	0.99489
-26.23156	1	0.99535	0.99485
-26.18155	1	0.9957	0.99482
-26.13153	1	0.99608	0.99479
-26.08152	1	0.99646	0.99475
-26.03151	1	0.99685	0.99472
-25.9815	1	0.99724	0.99469
-25.93148	1	0.99762	0.99465
-25.88147	1	0.99798	0.99462
-25.83146	1	0.99833	0.99458
-25.78145	1	0.99865	0.99454
-25.73143	1	0.99894	0.99451
-25.68142	1	0.9992	0.99447
-25.63141	1	0.99941	0.99443
-25.5814	1	0.99958	0.9944
-25.53138	1	0.9997	0.99436
-25.48137	1	0.99977	0.99432
-25.43136	1	0.99979	0.99428
-25.38135	1	0.99975	0.99424
-25.33133	1	0.99966	0.9942
-25.28132	1	0.99952	0.99416
-25.23131	1	0.99933	0.99412
-25.1813	1	0.99908	0.99408
-25.13128	1	0.99879	0.99404
-25.08127	1	0.99846	0.994
-25.03126	1	0.99809	0.99395
-24.98125	1	0.99769	0.99391
-24.93123	1	0.99726	0.99387
-24.88122	1	0.99681	0.99382
-24.83121	1	0.99634	0.99378
-24.7812	1	0.99587	0.99373
-24.73118	1	0.9954	0.99369
-24.68117	1	0.99493	0.99364
-24.63116	1	0.99448	0.99359
-24.58115	1	0.99404	0.99355
-24.53113	1	0.99364	0.9935
-24.48112	1	0.99327	0.99345
-24.43111	1	0.99294	0.9934
-24.3811	1	0.99265	0.99335
-24.33108	1	0.99241	0.9933
-24.28107	1	0.99223	0.99325
-24.23106	1	0.9921	0.9932
-24.18105	1	0.99203	0.99315
-24.13103	1	0.99202	0.99309
-24.08102	1	0.99208	0.99304
-24.03101	1	0.99219	0.99298
-23.981	1	0.99236	0.99293
-23.93098	1	0.99258	0.99287
-23.88097	1	0.99286	0.99282
-23.83096	1	0.99319	0.99276
-23.78095	1	0.99356	0.9927
-23.73093	1	0.99397	0.99264
-23.68092	1	0.99441	0.99258
-23.63091	1	0.99487	0.99252
-23.5809	1	0.99536	0.99246
-23.53088	1	0.99585	0.9924
-23.48087	1	0.99634	0.99233
-23.43086	1	0.99683	0.99227
-23.38085	1	0.9973	0.9922
-23.33083	1	0.99775	0.99214
-23.28082	1	0.99816	0.99207
-23.23081	1	0.99854	0.992
-23.1808	1	0.99888	0.99193
-23.13078	1	0.99916	0.99186
-23.08077	1	0.99939	0.99179
-23.03076	1	0.99956	0.99171
-22.98075	1	0.99967	0.99164
-22.93073	1	0.9997	0.99156
-22.88072	1	0.99967	0.99149
-22.83071	1	0.99957	0.99141
-22.7807	1	0.99939	0.99133
-22.73068	1	0.99916	0.99125
-22.68067	1	0.99885	0.99117
-22.63066	1	0.99848	0.99109
-22.58065	1	0.99806	0.991
-22.53063	1	0.99758	0.99092
-22.48062	1	0.99706	0.99083
-22.43061	1	0.9965	0.99074
-22.3806	1	0.99591	0.99065
-22.33058	1	0.9953	0.99056
-22.28057	1	0.99468	0.99047
