# Distance/nm	$\rho$	$I_{\text{CTF}}$	$I_{\text{CTF}} \otimes \sigma_{\text{detector}}$
-22.23056	1	0.99405	0.99038
-22.18055	1	0.99343	0.99028
-22.13053	1	0.99283	0.99018
-22.08052	1	0.99224	0.99009
-22.03051	1	0.99169	0.98999
-21.9805	1	0.99119	0.98988
-21.93048	1	0.99073	0.98978
-21.88047	1	0.99033	0.98967
-21.83046	1	0.98999	0.98957
-21.78045	1	0.98973	0.98946
-21.73043	1	0.98954	0.98935
-21.68042	1	0.98942	0.98923
-21.63041	1	0.98938	0.98912
-21.5804	1	0.98943	0.989
-21.53038	1	0.98955	0.98888
-21.48037	1	0.98976	0.98876
-21.43036	1	0.99004	0.98864
-21.38035	1	0.99039	0.98851
-21.33033	1	0.99081	0.98839
-21.28032	1	0.99129	0.98826
-21.23031	1	0.99183	0.98812
-21.1803	1	0.9924	0.98799
-21.13028	1	0.99302	0.98785
-21.08027	1	0.99366	0.98771
-21.03026	1	0.99432	0.98757
-20.98025	1	0.99498	0.98742
-20.93023	1	0.99564	0.98727
-20.88022	1	0.99628	0.98712
-20.83021	1	0.99689	0.98697
-20.7802	1	0.99746	0.98681
-20.73018	1	0.99799	0.98665
-20.68017	1	0.99845	0.98649
-20.63016	1	0.99885	0.98632
-20.58015	1	0.99918	0.98615
-20.53013	1	0.99942	0.98598
-20.48012	1	0.99957	0.98581
-20.43011	1	0.99963	0.98563
-20.3801	1	0.9996	0.98544
-20.33008	1	0.99946	0.98526
-20.28007	1	0.99923	0.98507
-20.23006	1	0.99891	0.98487
-20.18005	1	0.99849	0.98467
-20.13003	1	0.99798	0.98447
-20.08002	1	0.99739	0.98426
-20.03001	1	0.99673	0.98405
-19.97999	1	0.996	0.98384
-19.92998	1	0.99521	0.98362
-19.87997	1	0.99437	0.9834
-19.82996	1	0.9935	0.98317
-19.77994	1	0.9926	0.98294
-19.72993	1	0.9917	0.9827
-19.67992	1	0.9908	0.98246
-19.62991	1	0.98991	0.98221
-19.57989	1	0.98906	0.98196
-19.52988	1	0.98824	0.9817
-19.47987	1	0.98749	0.98144
-19.42986	1	0.9868	0.98117
-19.37984	1	0.98619	0.9809
-19.32983	1	0.98567	0.98062
-19.27982	1	0.98524	0.98033
-19.22981	1	0.98492	0.98004
-19.17979	1	0.98471	0.97975
-19.12978	1	0.98462	0.97944
-19.07977	1	0.98464	0.97913
-19.02976	1	0.98478	0.97882
-18.97974	1	0.98504	0.9785
-18.92973	1	0.98541	0.97817
-18.87972	1	0.98589	0.97784
-18.82971	1	0.98647	0.97749
-18.77969	1	0.98715	0.97715
-18.72968	1	0.98791	0.97679
-18.67967	1	0.98874	0.97643
-18.62966	1	0.98963	0.97606
-18.57964	1	0.99057	0.97568
-18.52963	1	0.99154	0.97529
-18.47962	1	0.99252	0.9749
-18.42961	1	0.9935	0.97449
-18.37959	0.99999	0.99447	0.97408
-18.32958	0.99999	0.9954	0.97366
-18.27957	0.99999	0.99628	0.97323
-18.22956	0.99999	0.99709	0.9728
-18.17954	0.99999	0.99782	0.97235
-18.12953	0.99999	0.99845	0.9719
-18.07952	0.99999	0.99897	0.97143
-18.02951	0.99999	0.99937	0.97096
-17.97949	0.99999	0.99965	0.97047
-17.92948	0.99999	0.99978	0.96998
-17.87947	0.99999	0.99976	0.96947
-17.82946	0.99999	0.9996	0.96896
-17.77944	0.99999	0.99928	0.96843
-17.72943	0.99999	0.99881	0.96789
-17.67942	0.99999	0.9982	0.96734
-17.62941	0.99999	0.99743	0.96678
-17.57939	0.99999	0.99654	0.96621
-17.52938	0.99999	0.99551	0.96563
-17.47937	0.99999	0.99437	0.96503
-17.42936	1	0.99313	0.96443
-17.37934	1	0.9918	0.96381
-17.32933	1	0.9904	0.96317
-17.27932	1	0.98895	0.96253
-17.22931	1	0.98746	0.96187
-17.17929	1.00001	0.98597	0.9612
-17.12928	1.00001	0.98449	0.96051
-17.07927	1.00001	0.98303	0.95981
-17.02926	1.00001	0.98163	0.95909
-16.97924	1.00002	0.9803	0.95836
-16.92923	1.00002	0.97906	0.95762
-16.87922	1.00002	0.97794	0.95686
-16.82921	1.00002	0.97694	0.95608
-16.77919	1.00002	0.97609	0.95529
-16.72918	1.00002	0.9754	0.95449
-16.67917	1.00002	0.97488	0.95367
-16.62916	1.00002	0.97455	0.95283
-16.57914	1.00002	0.9744	0.95197
-16.52913	1.00002	0.97444	0.9511
-16.47912	1.00002	0.97468	0.95021
-16.42911	1.00001	0.97511	0.9493
-16.37909	1.00001	0.97573	0.94837
-16.32908	1	0.97653	0.94743
-16.27907	1	0.9775	0.94646
-16.22906	1	0.97863	0.94548
-16.17904	0.99999	0.97989	0.94448
-16.12903	0.99998	0.98129	0.94346
-16.07902	0.99998	0.98278	0.94242
-16.02901	0.99997	0.98435	0.94136
-15.97899	0.99997	0.98598	0.94028
-15.92898	0.99996	0.98763	0.93918
-15.87897	0.99995	0.98929	0.93805
-15.82896	0.99995	0.99092	0.93691
-15.77894	0.99994	0.99249	0.93574
-15.72893	0.99994	0.99399	0.93455
-15.67892	0.99994	0.99537	0.93334
-15.62891	0.99993	0.99662	0.93211
-15.57889	0.99993	0.9977	0.93085
-15.52888	0.99993	0.99861	0.92957
-15.47887	0.99993	0.9993	0.92826
-15.42886	0.99994	0.99977	0.92693
-15.37884	0.99994	1	0.92558
-15.32883	0.99994	0.99998	0.9242
-15.27882	0.99995	0.99969	0.9228
-15.22881	0.99996	0.99913	0.92137
-15.17879	0.99997	0.99831	0.91991
-15.12878	0.99998	0.99721	0.91843
-15.07877	0.99999	0.99585	0.91692
-15.02876	1.00001	0.99424	0.91538
-14.97874	1.00002	0.99239	0.91382
-14.92873	1.00004	0.99031	0.91223
-14.87872	1.00005	0.98803	0.91061
-14.82871	1.00007	0.98558	0.90896
-14.77869	1.00008	0.98297	0.90728
-14.72868	1.0001	0.98024	0.90557
-14.67867	1.00012	0.97742	0.90384
-14.62866	1.00013	0.97455	0.90207
-14.57864	1.00014	0.97166	0.90027
-14.52863	1.00015	0.96879	0.89845
-14.47862	1.00016	0.96597	0.89659
-14.42861	1.00017	0.96325	0.8947
-14.37859	1.00017	0.96065	0.89277
-14.32858	1.00017	0.95822	0.89082
-14.27857	1.00017	0.95599	0.88883
-14.22856	1.00016	0.954	0.88681
-14.17854	1.00015	0.95226	0.88476
-14.12853	1.00013	0.9508	0.88267
-14.07852	1.00011	0.94966	0.88055
-14.02851	1.00009	0.94884	0.87839
-13.97849	1.00007	0.94836	0.8762
-13.92848	1.00004	0.94824	0.87398
-13.87847	1	0.94846	0.87172
-13.82846	0.99997	0.94904	0.86942
-13.77844	0.99993	0.94996	0.86709
-13.72843	0.99989	0.95122	0.86472
-13.67842	0.99985	0.9528	0.86232
-13.62841	0.99981	0.95468	0.85988
-13.57839	0.99977	0.95682	0.8574
-13.52838	0.99973	0.95921	0.85488
-13.47837	0.99969	0.96179	0.85233
-13.42836	0.99966	0.96455	0.84974
-13.37834	0.99963	0.96742	0.8471
-13.32833	0.9996	0.97037	0.84444
-13.27832	0.99958	0.97334	0.84173
-13.22831	0.99956	0.9763	0.83898
-13.17829	0.99956	0.97917	0.83619
-13.12828	0.99956	0.98192	0.83337
-13.07827	0.99957	0.98449	0.8305
-13.02826	0.99958	0.98684	0.82759
-12.97824	0.99961	0.9889	0.82465
-12.92823	0.99965	0.99065	0.82166
-12.87822	0.99969	0.99202	0.81863
-12.82821	0.99975	0.993	0.81556
-12.77819	0.99981	0.99353	0.81245
-12.72818	0.99988	0.99358	0.8093
-12.67817	0.99996	0.99315	0.80611
-12.62816	1.00005	0.9922	0.80287
-12.57814	1.00014	0.99072	0.7996
-12.52813	1.00024	0.98871	0.79628
-12.47812	1.00034	0.98617	0.79292
-12.42811	1.00044	0.98311	0.78951
-12.37809	1.00054	0.97954	0.78607
-12.32808	1.00064	0.97548	0.78258
-12.27807	1.00073	0.97097	0.77905
-12.22806	1.00082	0.96604	0.77548
-12.17804	1.0009	0.96073	0.77187
-12.12803	1.00097	0.95509	0.76821
-12.07802	1.00102	0.94917	0.76451
-12.02801	1.00106	0.94303	0.76077
-11.97799	1.00109	0.93673	0.75698
-11.92798	1.00109	0.93033	0.75316
-11.87797	1.00108	0.92391	0.74929
-11.82796	1.00104	0.91753	0.74538
-11.77794	1.00098	0.91126	0.74142
-11.72793	1.00091	0.90516	0.73743
-11.67792	1.0008	0.89931	0.73339
-11.62791	1.00068	0.89378	0.72931
-11.57789	1.00053	0.88862	0.72519
-11.52788	1.00037	0.88389	0.72103
-11.47787	1.00018	0.87964	0.71682
-11.42786	0.99998	0.87593	0.71258
-11.37784	0.99977	0.87279	0.70829
-11.32783	0.99954	0.87026	0.70396
-11.27782	0.9993	0.86836	0.6996
-11.22781	0.99906	0.86712	0.69519
-11.17779	0.99882	0.86653	0.69074
-11.12778	0.99858	0.86661	0.68625
-11.07777	0.99836	0.86733	0.68173
-11.02776	0.99814	0.86868	0.67716
-10.97774	0.99794	0.87064	0.67255
-10.92773	0.99777	0.87316	0.66791
-10.87772	0.99762	0.8762	0.66323
-10.82771	0.99751	0.8797	0.65851
-10.77769	0.99743	0.88361	0.65375
-10.72768	0.99739	0.88784	0.64896
-10.67767	0.99739	0.89232	0.64413
-10.62766	0.99745	0.89697	0.63927
-10.57764	0.99755	0.90171	0.63437
-10.52763	0.9977	0.90643	0.62943
-10.47762	0.9979	0.91105	0.62446
-10.42761	0.99815	0.91546	0.61946
-10.37759	0.99846	0.91959	0.61443
-10.32758	0.99881	0.92331	0.60936
-10.27757	0.99921	0.92656	0.60426
-10.22756	0.99964	0.92923	0.59913
-10.17754	1.00012	0.93123	0.59397
-10.12753	1.00062	0.9325	0.58878
-10.07752	1.00115	0.93296	0.58356
-10.02751	1.0017	0.93253	0.57831
-9.97749	1.00225	0.93117	0.57303
-9.92748	1.0028	0.92883	0.56773
-9.87747	1.00334	0.92548	0.5624
-9.82746	1.00385	0.92108	0.55704
-9.77744	1.00434	0.91562	0.55166
-9.72743	1.00478	0.90911	0.54626
-9.67742	1.00517	0.90155	0.54083
-9.62741	1.00549	0.89297	0.53538
-9.57739	1.00574	0.8834	0.52991
-9.52738	1.00591	0.87289	0.52442
-9.47737	1.00599	0.8615	0.51891
-9.42736	1.00597	0.8493	0.51338
-9.37734	1.00584	0.83637	0.50784
-9.32733	1.00561	0.82281	0.50227
-9.27732	1.00527	0.8087	0.4967
-9.22731	1.00481	0.79416	0.4911
-9.17729	1.00424	0.7793	0.4855
-9.12728	1.00357	0.76423	0.47988
-9.07727	1.00278	0.74909	0.47425
-9.02726	1.0019	0.73398	0.46861
-8.97724	1.00094	0.71905	0.46296
-8.92723	0.99989	0.70441	0.4573
-8.87722	0.99878	0.69017	0.45163
-8.82721	0.99762	0.67647	0.44596
-8.77719	0.99643	0.66341	0.44028
-8.72718	0.99522	0.6511	0.4346
-8.67717	0.99401	0.63963	0.42892
-8.62716	0.99283	0.6291	0.42323
-8.57714	0.9917	0.61957	0.41754
-8.52713	0.99063	0.61111	0.41186
-8.47712	0.98966	0.60378	0.40618
-8.42711	0.98879	0.5976	0.40049
-8.37709	0.98807	0.59261	0.39482
-8.32708	0.98749	0.58881	0.38915
-8.27707	0.98709	0.5862	0.38348
-8.22706	0.98688	0.58475	0.37783
-8.17704	0.98687	0.58442	0.37218
-8.12703	0.98708	0.58517	0.36654
-8.07702	0.98751	0.58691	0.36091
-8.02701	0.98818	0.58958	0.3553
-7.97699	0.98909	0.59307	0.3497
-7.92698	0.99022	0.59728	0.34411
-7.87697	0.99159	0.60208	0.33854
-7.82696	0.99318	0.60735	0.33299
-7.77694	0.99497	0.61295	0.32746
-7.72693	0.99695	0.61873	0.32195
-7.67692	0.9991	0.62454	0.31645
-7.62691	1.00139	0.63023	0.31098
-7.57689	1.00379	0.63564	0.30554
-7.52688	1.00627	0.64062	0.30012
-7.47687	1.0088	0.645	0.29472
-7.42686	1.01133	0.64865	0.28935
-7.37684	1.01382	0.6514	0.28401
-7.32683	1.01623	0.65313	0.2787
-7.27682	1.01851	0.6537	0.27341
-7.22681	1.02063	0.653	0.26816
-7.17679	1.02254	0.65091	0.26295
-7.12678	1.02419	0.64735	0.25776
-7.07677	1.02555	0.64224	0.25261
-7.02676	1.02657	0.63551	0.2475
-6.97674	1.02723	0.62712	0.24242
-6.92673	1.02749	0.61704	0.23739
-6.87672	1.02732	0.60527	0.23239
-6.82671	1.0267	0.59181	0.22743
-6.77669	1.02563	0.57669	0.22251
-6.72668	1.02409	0.55996	0.21763
-6.67667	1.02208	0.54168	0.2128
-6.62666	1.0196	0.52194	0.20801
-6.57664	1.01669	0.50084	0.20327
-6.52663	1.01334	0.4785	0.19857
-6.47662	1.00961	0.45504	0.19392
-6.42661	1.00552	0.43061	0.18932
-6.37659	1.00112	0.40537	0.18477
-6.32658	0.99647	0.3795	0.18026
-6.27657	0.99162	0.35316	0.17581
-6.22656	0.98665	0.32654	0.17141
-6.17654	0.98162	0.29984	0.16706
-6.12653	0.97661	0.27325	0.16276
-6.07652	0.97171	0.24696	0.15851
-6.02651	0.96698	0.22116	0.15432
-5.97649	0.96252	0.19605	0.15019
-5.92648	0.95842	0.17181	0.14611
-5.87647	0.95474	0.14862	0.14208
-5.82646	0.95158	0.12664	0.13812
-5.77644	0.94901	0.10605	0.13421
-5.72643	0.94709	0.08698	0.13035
-5.67642	0.94589	0.06957	0.12656
-5.62641	0.94547	0.05392	0.12282
-5.57639	0.94586	0.04015	0.11914
-5.52638	0.94711	0.02833	0.11553
-5.47637	0.94924	0.01852	0.11197
-5.42636	0.95225	0.01077	0.10847
-5.37634	0.95614	0.0051	0.10503
-5.32633	0.96091	0.00152	0.10166
-5.27632	0.96651	0	0.09834
-5.22631	0.97289	0.000513499	0.09509
-5.17629	0.98001	0.003	0.0919
-5.12628	0.98778	0.00739	0.08877
-5.07627	0.99612	0.01359	0.0857
-5.02626	1.00493	0.02149	0.08269
-4.97624	1.01409	0.03096	0.07975
-4.92623	1.02348	0.04187	0.07686
-4.87622	1.03297	0.05407	0.07404
-4.82621	1.04242	0.0674	0.07128
-4.77619	1.05168	0.08169	0.06859
-4.72618	1.0606	0.09675	0.06595
-4.67617	1.06904	0.11242	0.06337
-4.62616	1.07684	0.1285	0.06086
-4.57614	1.08385	0.14482	0.05841
-4.52613	1.08994	0.16118	0.05602
-4.47612	1.09497	0.17742	0.05369
-4.42611	1.09881	0.19334	0.05142
-4.37609	1.10135	0.2088	0.04921
-4.32608	1.1025	0.22362	0.04706
-4.27607	1.10217	0.23767	0.04497
-4.22606	1.1003	0.25079	0.04294
-4.17604	1.09686	0.26289	0.04096
-4.12603	1.09182	0.27384	0.03905
-4.07602	1.08519	0.28355	0.03719
-4.02601	1.077	0.29196	0.03539
-3.97599	1.06729	0.299	0.03364
-3.92598	1.05615	0.30463	0.03195
-3.87597	1.04367	0.30884	0.03032
-3.82596	1.02999	0.31161	0.02874
-3.77594	1.01526	0.31298	0.02721
-3.72593	0.99964	0.31295	0.02574
-3.67592	0.98333	0.3116	0.02432
-3.62591	0.96653	0.30897	0.02295
-3.57589	0.94949	0.30515	0.02163
-3.52588	0.93242	0.30023	0.02037
-3.47587	0.9156	0.29433	0.01915
-3.42586	0.89926	0.28755	0.01798
-3.37584	0.88368	0.28002	0.01686
-3.32583	0.86911	0.27189	0.01578
-3.27582	0.85581	0.26328	0.01475
-3.22581	0.84403	0.25436	0.01377
-3.17579	0.834	0.24526	0.01283
-3.12578	0.82595	0.23614	0.01193
-3.07577	0.82007	0.22715	0.01108
-3.02576	0.81655	0.21843	0.01026
-2.97574	0.81553	0.21014	0.00949
-2.92573	0.81713	0.2024	0.00876
-2.87572	0.82146	0.19535	0.00806
-2.82571	0.82854	0.18911	0.0074
-2.77569	0.83841	0.1838	0.00678
-2.72568	0.85104	0.17951	0.0062
-2.67567	0.86637	0.17634	0.00565
-2.62566	0.88428	0.17436	0.00513
-2.57564	0.90464	0.17364	0.00464
-2.52563	0.92725	0.17422	0.00419
-2.47562	0.95189	0.17615	0.00376
-2.42561	0.9783	0.17944	0.00337
-2.37559	1.00618	0.18411	0.003
-2.32558	1.03519	0.19014	0.00266
-2.27557	1.06498	0.19752	0.00234
-2.22556	1.09515	0.20622	0.00206
-2.17554	1.1253	0.21618	0.00179
-2.12553	1.155	0.22735	0.00155
-2.07552	1.18381	0.23967	0.00133
-2.02551	1.2113	0.25305	0.00113
-1.97549	1.23701	0.26742	0.000949559
-1.92548	1.26052	0.28267	0.000789337
-1.87547	1.28139	0.29871	0.00064709
-1.82546	1.29922	0.31544	0.000521843
-1.77544	1.31361	0.33274	0.000412634
-1.72543	1.32422	0.35051	0.000318516
-1.67542	1.33071	0.36863	0.000238552
-1.62541	1.33281	0.387	0.000171823
-1.57539	1.33027	0.40551	0.000117425
-1.52538	1.3229	0.42405	7.45E-05
-1.47537	1.31057	0.44252	4.21E-05
-1.42536	1.29317	0.46082	1.94E-05
-1.37534	1.2707	0.47886	5.68E-06
-1.32533	1.24318	0.49655	5.02E-15
-1.27532	1.21071	0.51381	1.62E-06
-1.22531	1.17343	0.53058	9.76E-06
-1.17529	1.13157	0.54679	2.37E-05
-1.12528	1.0854	0.56238	4.27E-05
-1.07527	1.03525	0.57731	6.60E-05
-1.02526	0.9815	0.59154	9.31E-05
-0.97524	0.92459	0.60503	0.000123162
-0.92523	0.865	0.61777	0.000155686
-0.87522	0.80327	0.62974	0.000190049
-0.82521	0.73995	0.64092	0.000225685
-0.77519	0.67562	0.65132	0.000262059
-0.72518	0.61092	0.66094	0.000298662
-0.67517	0.54646	0.66979	0.000335018
-0.62516	0.48288	0.67788	0.000370678
-0.57514	0.42084	0.68523	0.000405223
-0.52513	0.36096	0.69186	0.000438266
-0.47512	0.30387	0.69779	0.00046945
-0.42511	0.25016	0.70304	0.00049845
-0.37509	0.20043	0.70763	0.000524972
-0.32508	0.15519	0.7116	0.000548754
-0.27507	0.11495	0.71495	0.000569568
-0.22506	0.08015	0.71771	0.000587214
-0.17504	0.05118	0.71989	0.000601529
-0.12503	0.02839	0.72152	0.000612381
-0.07502	0.01203	0.7226	0.000619671
-0.02501	0.00232	0.72313	0.000623332
0.02501	0.00232	0.72313	0.000623332
0.07502	0.01203	0.7226	0.000619671
0.12503	0.02839	0.72152	0.000612381
0.17504	0.05118	0.71989	0.000601529
0.22506	0.08015	0.71771	0.000587214
0.27507	0.11495	0.71495	0.000569568
0.32508	0.15519	0.7116	0.000548754
0.37509	0.20043	0.70763	0.000524972
0.42511	0.25016	0.70304	0.00049845
0.47512	0.30387	0.69779	0.00046945
0.52513	0.36096	0.69186	0.000438266
0.57514	0.42084	0.68523	0.000405223
0.62516	0.48288	0.67788	0.000370678
0.67517	0.54646	0.66979	0.000335018
0.72518	0.61092	0.66094	0.000298662
0.77519	0.67562	0.65132	0.000262059
0.82521	0.73995	0.64092	0.000225685
0.87522	0.80327	0.62974	0.000190049
0.92523	0.865	0.61777	0.000155686
0.97524	0.92459	0.60503	0.000123162
1.02526	0.9815	0.59154	9.31E-05
1.07527	1.03525	0.57731	6.60E-05
1.12528	1.0854	0.56238	4.27E-05
1.17529	1.13157	0.54679	2.37E-05
1.22531	1.17343	0.53058	9.76E-06
1.27532	1.21071	0.51381	1.62E-06
1.32533	1.24318	0.49655	0
1.37534	1.2707	0.47886	5.68E-06
1.42536	1.29317	0.46082	1.94E-05
1.47537	1.31057	0.44252	4.21E-05
1.52538	1.3229	0.42405	7.45E-05
1.57539	1.33027	0.40551	0.000117425
1.62541	1.33281	0.387	0.000171823
1.67542	1.33071	0.36863	0.000238552
1.72543	1.32422	0.35051	0.000318516
1.77544	1.31361	0.33274	0.000412634
1.82546	1.29922	0.31544	0.000521843
1.87547	1.28139	0.29871	0.00064709
1.92548	1.26052	0.28267	0.000789337
1.97549	1.23701	0.26742	0.000949559
2.02551	1.2113	0.25305	0.00113
2.07552	1.18381	0.23967	0.00133
2.12553	1.155	0.22735	0.00155
2.17554	1.1253	0.21618	0.00179
2.22556	1.09515	0.20622	0.00206
2.27557	1.06498	0.19752	0.00234
2.32558	1.03519	0.19014	0.00266
2.37559	1.00618	0.18411	0.003
2.42561	0.9783	0.17944	0.00337
2.47562	0.95189	0.17615	0.00376
2.52563	0.92725	0.17422	0.00419
2.57564	0.90464	0.17364	0.00464
2.62566	0.88428	0.17436	0.00513
2.67567	0.86637	0.17634	0.00565
2.72568	0.85104	0.17951	0.0062
2.77569	0.83841	0.1838	0.00678
2.82571	0.82854	0.18911	0.0074
2.87572	0.82146	0.19535	0.00806
2.92573	0.81713	0.2024	0.00876
2.97574	0.81553	0.21014	0.00949
3.02576	0.81655	0.21843	0.01026
3.07577	0.82007	0.22715	0.01108
3.12578	0.82595	0.23614	0.01193
3.17579	0.834	0.24526	0.01283
3.22581	0.84403	0.25436	0.01377
3.27582	0.85581	0.26328	0.01475
3.32583	0.86911	0.27189	0.01578
3.37584	0.88368	0.28002	0.01686
3.42586	0.89926	0.28755	0.01798
3.47587	0.9156	0.29433	0.01915
3.52588	0.93242	0.30023	0.02037
3.57589	0.94949	0.30515	0.02163
3.62591	0.96653	0.30897	0.02295
3.67592	0.98333	0.3116	0.02432
3.72593	0.99964	0.31295	0.02574
3.77594	1.01526	0.31298	0.02721
3.82596	1.02999	0.31161	0.02874
3.87597	1.04367	0.30884	0.03032
3.92598	1.05615	0.30463	0.03195
3.97599	1.06729	0.299	0.03364
4.02601	1.077	0.29196	0.03539
4.07602	1.08519	0.28355	0.03719
4.12603	1.09182	0.27384	0.03905
4.17604	1.09686	0.26289	0.04096
4.22606	1.1003	0.25079	0.04294
4.27607	1.10217	0.23767	0.04497
4.32608	1.1025	0.22362	0.04706
4.37609	1.10135	0.2088	0.04921
4.42611	1.09881	0.19334	0.05142
4.47612	1.09497	0.17742	0.05369
4.52613	1.08994	0.16118	0.05602
4.57614	1.08385	0.14482	0.05841
4.62616	1.07684	0.1285	0.06086
4.67617	1.06904	0.11242	0.06337
4.72618	1.0606	0.09675	0.06595
4.77619	1.05168	0.08169	0.06859
4.82621	1.04242	0.0674	0.07128
4.87622	1.03297	0.05407	0.07404
4.92623	1.02348	0.04187	0.07686
4.97624	1.01409	0.03096	0.07975
5.02626	1.00493	0.02149	0.08269
5.07627	0.99612	0.01359	0.0857
5.12628	0.98778	0.00739	0.08877
5.17629	0.98001	0.003	0.0919
5.22631	0.97289	0.000513499	0.09509
5.27632	0.96651	0	0.09834
5.32633	0.96091	0.00152	0.10166
5.37634	0.95614	0.0051	0.10503
5.42636	0.95225	0.01077	0.10847
5.47637	0.94924	0.01852	0.11197
5.52638	0.94711	0.02833	0.11553
5.57639	0.94586	0.04015	0.11914
5.62641	0.94547	0.05392	0.12282
5.67642	0.94589	0.06957	0.12656
5.72643	0.94709	0.08698	0.13035
5.77644	0.94901	0.10605	0.13421
5.82646	0.95158	0.12664	0.13812
5.87647	0.95474	0.14862	0.14208
5.92648	0.95842	0.17181	0.14611
5.97649	0.96252	0.19605	0.15019
6.02651	0.96698	0.22116	0.15432
6.07652	0.97171	0.24696	0.15851
6.12653	0.97661	0.27325	0.16276
6.17654	0.98162	0.29984	0.16706
6.22656	0.98665	0.32654	0.17141
6.27657	0.99162	0.35316	0.17581
6.32658	0.99647	0.3795	0.18026
6.37659	1.00112	0.40537	0.18477
6.42661	1.00552	0.43061	0.18932
6.47662	1.00961	0.45504	0.19392
6.52663	1.01334	0.4785	0.19857
6.57664	1.01669	0.50084	0.20327
6.62666	1.0196	0.52194	0.20801
6.67667	1.02208	0.54168	0.2128
6.72668	1.02409	0.55996	0.21763
6.77669	1.02563	0.57669	0.22251
6.82671	1.0267	0.59181	0.22743
6.87672	1.02732	0.60527	0.23239
6.92673	1.02749	0.61704	0.23739
6.97674	1.02723	0.62712	0.24242
7.02676	1.02657	0.63551	0.2475
7.07677	1.02555	0.64224	0.25261
7.12678	1.02419	0.64735	0.25776
7.17679	1.02254	0.65091	0.26295
7.22681	1.02063	0.653	0.26816
7.27682	1.01851	0.6537	0.27341
7.32683	1.01623	0.65313	0.2787
7.37684	1.01382	0.6514	0.28401
7.42686	1.01133	0.64865	0.28935
7.47687	1.0088	0.645	0.29472
7.52688	1.00627	0.64062	0.30012
7.57689	1.00379	0.63564	0.30554
7.62691	1.00139	0.63023	0.31098
7.67692	0.9991	0.62454	0.31645
7.72693	0.99695	0.61873	0.32195
7.77694	0.99497	0.61295	0.32746
7.82696	0.99318	0.60735	0.33299
7.87697	0.99159	0.60208	0.33854
7.92698	0.99022	0.59728	0.34411
7.97699	0.98909	0.59307	0.3497
8.02701	0.98818	0.58958	0.3553
8.07702	0.98751	0.58691	0.36091
8.12703	0.98708	0.58517	0.36654
8.17704	0.98687	0.58442	0.37218
8.22706	0.98688	0.58475	0.37783
8.27707	0.98709	0.5862	0.38348
8.32708	0.98749	0.58881	0.38915
8.37709	0.98807	0.59261	0.39482
8.42711	0.98879	0.5976	0.40049
8.47712	0.98966	0.60378	0.40618
8.52713	0.99063	0.61111	0.41186
8.57714	0.9917	0.61957	0.41754
8.62716	0.99283	0.6291	0.42323
8.67717	0.99401	0.63963	0.42892
8.72718	0.99522	0.6511	0.4346
8.77719	0.99643	0.66341	0.44028
8.82721	0.99762	0.67647	0.44596
8.87722	0.99878	0.69017	0.45163
8.92723	0.99989	0.70441	0.4573
8.97724	1.00094	0.71905	0.46296
9.02726	1.0019	0.73398	0.46861
9.07727	1.00278	0.74909	0.47425
9.12728	1.00357	0.76423	0.47988
9.17729	1.00424	0.7793	0.4855
9.22731	1.00481	0.79416	0.4911
9.27732	1.00527	0.8087	0.4967
9.32733	1.00561	0.82281	0.50227
9.37734	1.00584	0.83637	0.50784
9.42736	1.00597	0.8493	0.51338
9.47737	1.00599	0.8615	0.51891
9.52738	1.00591	0.87289	0.52442
9.57739	1.00574	0.8834	0.52991
9.62741	1.00549	0.89297	0.53538
9.67742	1.00517	0.90155	0.54083
9.72743	1.00478	0.90911	0.54626
9.77744	1.00434	0.91562	0.55166
9.82746	1.00385	0.92108	0.55704
9.87747	1.00334	0.92548	0.5624
9.92748	1.0028	0.92883	0.56773
9.97749	1.00225	0.93117	0.57303
10.02751	1.0017	0.93253	0.57831
10.07752	1.00115	0.93296	0.58356
10.12753	1.00062	0.9325	0.58878
10.17754	1.00012	0.93123	0.59397
10.22756	0.99964	0.92923	0.59913
10.27757	0.99921	0.92656	0.60426
10.32758	0.99881	0.92331	0.60936
10.37759	0.99846	0.91959	0.61443
10.42761	0.99815	0.91546	0.61946
10.47762	0.9979	0.91105	0.62446
10.52763	0.9977	0.90643	0.62943
10.57764	0.99755	0.90171	0.63437
10.62766	0.99745	0.89697	0.63927
10.67767	0.99739	0.89232	0.64413
10.72768	0.99739	0.88784	0.64896
10.77769	0.99743	0.88361	0.65375
10.82771	0.99751	0.8797	0.65851
10.87772	0.99762	0.8762	0.66323
10.92773	0.99777	0.87316	0.66791
10.97774	0.99794	0.87064	0.67255
11.02776	0.99814	0.86868	0.67716
11.07777	0.99836	0.86733	0.68173
11.12778	0.99858	0.86661	0.68625
11.17779	0.99882	0.86653	0.69074
11.22781	0.99906	0.86712	0.69519
11.27782	0.9993	0.86836	0.6996
11.32783	0.99954	0.87026	0.70396
11.37784	0.99977	0.87279	0.70829
11.42786	0.99998	0.87593	0.71258
11.47787	1.00018	0.87964	0.71682
11.52788	1.00037	0.88389	0.72103
11.57789	1.00053	0.88862	0.72519
11.62791	1.00068	0.89378	0.72931
11.67792	1.0008	0.89931	0.73339
11.72793	1.00091	0.90516	0.73743
11.77794	1.00098	0.91126	0.74142
11.82796	1.00104	0.91753	0.74538
11.87797	1.00108	0.92391	0.74929
11.92798	1.00109	0.93033	0.75316
