# # Angle(mrad) Diff_term(nm) C3_term(nm) C5_term(nm) C_c_term(nm) C_cc_term(nm) C_3c_term(nm) R(nm)
5.000000000000000000e-01	1.220454736798620488e+01	0.000000000000000000e+00	2.075000000000000462e-06	0.000000000000000000e+00	5.490239304048809922e-05	1.061210911510312683e-05	1.220454736811448271e+01
5.009500950095009397e-01	1.218140039254283025e+01	0.000000000000000000e+00	2.094789536433161205e-06	0.000000000000000000e+00	5.500671801976295133e-05	1.067271921150764783e-05	1.218140039267188257e+01
5.019001900190018794e-01	1.215834105135937904e+01	0.000000000000000000e+00	2.114729773930764015e-06	0.000000000000000000e+00	5.511104299903780344e-05	1.073355964903594266e-05	1.215834105148920230e+01
5.028502850285028192e-01	1.213536884770227431e+01	0.000000000000000000e+00	2.134821571571693753e-06	0.000000000000000000e+00	5.521536797831266911e-05	1.079463086454979564e-05	1.213536884783287562e+01
5.038003800380037589e-01	1.211248328858501822e+01	0.000000000000000000e+00	2.155065791693456152e-06	0.000000000000000000e+00	5.531969295758751444e-05	1.085593329491098094e-05	1.211248328871640290e+01
5.047504750475046986e-01	1.208968388473291888e+01	0.000000000000000000e+00	2.175463299898361161e-06	0.000000000000000000e+00	5.542401793686236656e-05	1.091746737698128799e-05	1.208968388486508694e+01
5.057005700570057494e-01	1.206697015054821165e+01	0.000000000000000000e+00	2.196014965059685111e-06	0.000000000000000000e+00	5.552834291613722545e-05	1.097923354762251129e-05	1.206697015068116663e+01
5.066506650665066891e-01	1.204434160407560483e+01	0.000000000000000000e+00	2.216721659327832452e-06	0.000000000000000000e+00	5.563266789541209789e-05	1.104123224369642162e-05	1.204434160420935385e+01
5.076007600760076288e-01	1.202179776696818614e+01	0.000000000000000000e+00	2.237584258136510626e-06	0.000000000000000000e+00	5.573699287468694322e-05	1.110346390206479993e-05	1.202179776710272918e+01
5.085508550855085685e-01	1.199933816445369317e+01	0.000000000000000000e+00	2.258603640208903667e-06	0.000000000000000000e+00	5.584131785396179534e-05	1.116592895958943733e-05	1.199933816458903557e+01
5.095009500950095083e-01	1.197696232530121385e+01	0.000000000000000000e+00	2.279780687563832670e-06	0.000000000000000000e+00	5.594564283323664067e-05	1.122862785313211477e-05	1.197696232543735739e+01
5.104510451045104480e-01	1.195466978178821016e+01	0.000000000000000000e+00	2.301116285521928545e-06	0.000000000000000000e+00	5.604996781251151311e-05	1.129156101955462677e-05	1.195466978192516017e+01
5.114011401140113877e-01	1.193246006966794504e+01	0.000000000000000000e+00	2.322611322711792486e-06	0.000000000000000000e+00	5.615429279178635845e-05	1.135472889571874070e-05	1.193246006980570506e+01
5.123512351235123274e-01	1.191033272813723087e+01	0.000000000000000000e+00	2.344266691076180583e-06	0.000000000000000000e+00	5.625861777106121056e-05	1.141813191848625107e-05	1.191033272827580447e+01
5.133013301330132672e-01	1.188828729980458654e+01	0.000000000000000000e+00	2.366083285878156247e-06	0.000000000000000000e+00	5.636294275033605590e-05	1.148177052471893545e-05	1.188828729994397726e+01
5.142514251425142069e-01	1.186632333065869993e+01	0.000000000000000000e+00	2.388062005707271854e-06	0.000000000000000000e+00	5.646726772961092834e-05	1.154564515127859171e-05	1.186632333079890955e+01
5.152015201520152576e-01	1.184444037003727601e+01	0.000000000000000000e+00	2.410203752485723712e-06	0.000000000000000000e+00	5.657159270888578723e-05	1.160975623502699574e-05	1.184444037017830986e+01
5.161516151615161974e-01	1.182263797059620813e+01	0.000000000000000000e+00	2.432509431474529472e-06	0.000000000000000000e+00	5.667591768816063934e-05	1.167410421282591662e-05	1.182263797073806977e+01
5.171017101710171371e-01	1.180091568827908866e+01	0.000000000000000000e+00	2.454979951279698761e-06	0.000000000000000000e+00	5.678024266743548468e-05	1.173868952153715393e-05	1.180091568842178162e+01
5.180518051805180768e-01	1.177927308228706949e+01	0.000000000000000000e+00	2.477616223858398737e-06	0.000000000000000000e+00	5.688456764671035034e-05	1.180351259802249710e-05	1.177927308243059912e+01
5.190019001900190165e-01	1.175770971504904772e+01	0.000000000000000000e+00	2.500419164525114983e-06	0.000000000000000000e+00	5.698889262598519568e-05	1.186857387914371351e-05	1.175770971519341401e+01
5.199519951995199563e-01	1.173622515219215856e+01	0.000000000000000000e+00	2.523389691957833999e-06	0.000000000000000000e+00	5.709321760526006134e-05	1.193387380176259598e-05	1.173622515233736863e+01
5.209020902090208960e-01	1.171481896251263066e+01	0.000000000000000000e+00	2.546528728204202827e-06	0.000000000000000000e+00	5.719754258453490668e-05	1.199941280274092715e-05	1.171481896265868450e+01
5.218521852185219467e-01	1.169349071794692030e+01	0.000000000000000000e+00	2.569837198687701803e-06	0.000000000000000000e+00	5.730186756380977234e-05	1.206519131894049982e-05	1.169349071809382501e+01
5.228022802280227754e-01	1.167223999354319197e+01	0.000000000000000000e+00	2.593316032213803335e-06	0.000000000000000000e+00	5.740619254308461768e-05	1.213120978722308140e-05	1.167223999369095111e+01
5.237523752375237152e-01	1.165106636743307966e+01	0.000000000000000000e+00	2.616966160976156086e-06	0.000000000000000000e+00	5.751051752235946979e-05	1.219746864445046469e-05	1.165106636758169500e+01
5.247024702470246549e-01	1.162996942080378027e+01	0.000000000000000000e+00	2.640788520562743758e-06	0.000000000000000000e+00	5.761484250163431513e-05	1.226396832748443403e-05	1.162996942095325892e+01
5.256525652565258167e-01	1.160894873787043657e+01	0.000000000000000000e+00	2.664784049962059955e-06	0.000000000000000000e+00	5.771916748090918757e-05	1.233070927318678900e-05	1.160894873802078031e+01
